"dates","GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted"
"2010-07-12",236.421417,239.959961,235.775772,238.153152,6662131,238.153152
"2010-07-13",241.366364,246.741745,240.380386,244.844849,7944647,244.844849
"2010-07-14",245.185181,247.162155,243.47348,245.915909,6229764,245.915909
"2010-07-15",246.111115,247.597595,241.581589,247.257263,9706684,247.257263
"2010-07-16",234.7948,235.515518,229.98999,230.035034,15633950,230.035034
"2010-07-19",230.735733,235.060059,228.988983,233.323318,9091499,233.323318
"2010-07-20",230.745743,241.73674,230.530533,241.036041,8100891,241.036041
"2010-07-21",242.242249,243.093094,237.952957,238.988983,6552641,238.988983
"2010-07-22",241.856857,244.734741,241.481476,242.647644,4291105,242.647644
"2010-07-23",240.625626,245.540543,240.245239,245.275269,4524271,245.275269
"2010-07-26",244.789795,245.620621,242.682678,244.729736,3986410,244.729736
"2010-07-27",245.535538,248.998993,245.330338,246.561569,4897498,246.561569
"2010-07-28",247.717712,247.872879,241.576584,242.417419,4987008,242.417419
"2010-07-29",243.218216,244.684692,239.904907,242.737732,5345649,242.737732
"2010-07-30",240.065063,243.92392,239.809814,242.667664,4283912,242.667664
"2010-08-02",244.739746,246.886887,243.713715,245.450455,3713683,245.450455
"2010-08-03",245.495499,246.476471,243.623627,245.160156,3600995,245.160156
"2010-08-04",246.336334,253.753754,245.770767,253.413406,7617375,253.413406
"2010-08-05",253.198196,254.55455,252.032028,254.304306,4835959,254.304306
"2010-08-06",252.952957,253.123123,248.27327,250.360367,6632361,250.360367
"2010-08-09",251.376373,253.003006,250.930923,252.927933,3740656,252.927933
"2010-08-10",251.426422,253.25325,249.534531,252.107101,4143852,252.107101
"2010-08-11",249.11412,249.249252,245.996002,246.116119,4441554,246.116119
"2010-08-12",242.212219,247.62262,241.49649,246.251251,4404791,246.251251
"2010-08-13",244.744751,245.840836,243.248245,243.418411,3865531,243.418411
"2010-08-16",242.082077,245.180176,240.490494,243.03804,2607390,243.03804
"2010-08-17",244.509506,247.597595,243.258255,245.505508,3777619,245.505508
"2010-08-18",245.465469,245.680679,241.016022,241.316315,5367427,241.316315
"2010-08-19",240.745743,241.49649,233.858856,234.219223,7842150,234.219223
"2010-08-20",234.219223,236.031036,230.740738,231.241241,7827365,231.241241
"2010-08-23",230.980988,234.35936,229.094101,232.267273,5966428,232.267273
"2010-08-24",229.079086,229.414413,225.685684,225.920914,5519875,225.920914
"2010-08-25",225.22522,229.13414,225.22522,227.537537,5179016,227.537537
"2010-08-26",228.258255,228.858856,225.44545,225.715714,3550446,225.715714
"2010-08-27",226.5065,230.22522,224.049042,229.644638,4620175,229.644638
"2010-08-30",229.80481,230.110107,226.436432,226.571579,2460337,226.571579
"2010-08-31",225.280273,227.662659,224.224228,225.235229,3889706,225.235229
"2010-09-01",227.717712,232.702698,226.476471,230.395401,6450143,230.395401
"2010-09-02",231.651657,232.447449,230.385391,231.821823,3365032,231.821823
"2010-09-03",235.495499,236.176178,233.953949,235.385391,5075719,235.385391
"2010-09-07",232.482483,234.029022,231.741745,232.432434,3416380,232.432434
"2010-09-08",232.827835,236.486481,232.487488,235.525528,4798796,235.525528
"2010-09-09",239.15416,240.440445,235.525528,238.328323,4856339,238.328323
"2010-09-10",239.749756,240.135132,237.777771,238.308304,3944651,238.308304
"2010-09-13",240.690689,242.417419,240.005005,241.376373,4478517,241.376373
"2010-09-14",241.246246,242.617615,240.280273,240.45546,4428567,240.45546
"2010-09-15",240.21521,241.186188,239.489487,240.560562,4800794,240.560562
"2010-09-16",240.21521,241.466461,239.944946,240.770767,3935061,240.770767
"2010-09-17",242.117111,245.84584,240.830826,245.320313,11271917,245.320313
"2010-09-20",246.49649,255.460464,246.276276,254.394394,8798193,254.394394
"2010-09-21",255.095093,260.250244,254.709717,256.987,8923667,256.987
"2010-09-22",256.686676,259.149139,256.0961,258.25827,5069126,258.25827
"2010-09-23",257.562561,260.105103,255.905899,256.997009,4630165,256.997009
"2010-09-24",261.131134,264.179169,259.389374,263.908905,6707086,263.908905
"2010-09-27",264.689697,268.693695,264.689697,265.470459,6208585,265.470459
"2010-09-28",267.007019,267.062073,259.484497,263.848846,7302091,263.848846
"2010-09-29",264.189178,266.736725,262.617615,264.1091,4340056,264.1091
"2010-09-30",264.844849,266.201202,259.719727,263.158173,6481712,263.158173
"2010-10-01",265.265259,265.575562,261.761749,263.073059,4445550,263.073059
"2010-10-04",262.737732,264.389374,259.684692,261.436432,3877119,261.436432
"2010-10-05",264.454468,270.270264,263.538544,269.384369,7007186,269.384369
"2010-10-06",269.899902,270.245239,265.235229,267.442444,5519075,267.442444
"2010-10-07",268.373383,268.868866,264.834839,265.270264,4786808,265.270264
"2010-10-08",266.651642,269.069061,264.074066,268.443451,5712682,268.443451
"2010-10-11",269.509521,272.572571,268.853851,269.689697,5247347,269.689697
"2010-10-12",270.330322,273.26828,269.164154,270.965973,7499693,270.965973
"2010-10-13",273.773773,274.019012,271.436432,271.921936,6105089,271.921936
"2010-10-14",272.362366,272.897888,268.823822,270.735748,13254932,270.735748
"2010-10-15",299.934937,301.121124,296.0961,301.026031,29619950,301.026031
"2010-10-18",300.575562,310.155151,300.575562,309.164154,14182204,309.164154
"2010-10-19",304.729736,307.717712,301.73172,304.219208,9166624,304.219208
"2010-10-20",304.374359,308.998993,304.054047,304.294281,7043150,304.294281
"2010-10-21",306.061066,308.308319,303.303314,306.3013,5835159,306.3013
"2010-10-22",306.266266,307.717712,305.330322,306.571564,4507688,306.571564
"2010-10-25",308.103088,312.682678,307.792786,308.558563,6310483,308.558563
"2010-10-26",306.856842,310.925934,305.820831,309.609619,5020774,309.609619
"2010-10-27",308.193207,310.310303,306.471466,308.543549,4479316,308.543549
"2010-10-28",310.335327,310.810822,306.95697,309.599609,4364231,309.599609
"2010-10-29",308.843842,309.809814,306.801788,307.157166,4552043,307.157166
"2010-11-01",308.173187,310.640656,305.910919,307.8078,6168026,307.8078
"2010-11-02",309.644653,310.310303,307.597595,308.108093,3991205,308.108093
"2010-11-03",309.059052,311.226227,307.057068,310.400391,6754239,310.400391
"2010-11-04",312.632629,315.275269,311.361359,312.447449,7134458,312.447449
"2010-11-05",311.901917,313.058044,310.865875,312.852844,3527869,312.852844
"2010-11-08",312.322327,315.060059,311.876892,313.6987,4198397,313.6987
"2010-11-09",315.315308,315.740753,310.565552,312.722717,4469926,312.722717
"2010-11-10",311.351349,311.811798,309.064056,311.75174,4989006,311.75174
"2010-11-11",310.160156,310.235229,307.412415,308.9039,4518677,308.9039
"2010-11-12",307.302307,308.758759,300.905914,301.94696,6779214,301.94696
"2010-11-15",301.841827,302.302307,297.322327,298.03302,6950842,298.03302
"2010-11-16",296.676666,299.244232,292.017029,292.152161,6608185,292.152161
"2010-11-17",292.792786,295.045044,290.975983,292.067078,4880115,292.067078
"2010-11-18",294.7948,300.290283,294.574585,298.578583,5174820,298.578583
"2010-11-19",298.798798,299.244232,295.465454,295.710724,4590405,295.710724
"2010-11-22",294.029022,297.017029,291.666656,295.905914,4368827,295.905914
"2010-11-23",293.798798,294.799805,289.389374,291.796783,4320875,291.796783
"2010-11-24",293.948944,298.598602,293.818817,297.782776,4788007,297.782776
"2010-11-26",295.525513,296.786774,293.793793,295.295288,2619578,295.295288
"2010-11-29",294.879883,295.19519,290.265259,291.346344,5713681,291.346344
"2010-11-30",287.447449,287.447449,276.931946,278.133148,14220565,278.133148
"2010-12-01",281.781769,286.071075,281.481476,282.457458,7500692,282.457458
"2010-12-02",284.614624,286.951965,282.957947,286.196198,5090704,286.196198
"2010-12-03",285.01001,288.528534,284.284271,286.786774,5257138,286.786774
"2010-12-06",290.575562,291.29129,288.593597,289.469482,4183412,289.469482
"2010-12-07",295.930939,296.796783,293.293304,293.863861,6078316,293.863861
"2010-12-08",296.281281,296.556549,292.137146,295.565552,3510286,295.565552
"2010-12-09",297.237244,298.088074,294.7948,296.046051,3734062,296.046051
"2010-12-10",296.866852,297.292297,295.44043,296.401398,3405991,296.401398
"2010-12-13",298.858856,301.801788,297.342346,297.607605,4792203,297.607605
"2010-12-14",298.843842,299.444458,296.53653,297.752747,3283313,297.752747
"2010-12-15",297.3974,298.523529,294.869873,295.445435,4331065,295.445435
"2010-12-16",296.72171,297.18219,294.329315,296.151154,3190606,296.151154
"2010-12-17",295.795807,296.576569,294.12912,295.695709,6168026,295.695709
"2010-12-20",297.62262,299.239227,294.624634,297.82782,3942653,297.82782
"2010-12-21",299.584595,302.662659,299.104095,301.836823,3755241,301.836823
"2010-12-22",302.302307,303.803802,301.941956,303.048035,2412585,303.048035
"2010-12-23",302.972961,303.303314,301.316315,302.417419,2219378,302.417419
"2010-12-27",301.671661,302.1922,300.050049,301.491486,2413784,301.491486
"2010-12-28",301.326324,302.237244,299.304291,299.759766,2127470,299.759766
"2010-12-29",301.3013,301.5065,299.759766,300.800812,2036362,300.800812
"2010-12-30",299.299286,300.965973,298.993988,299.729736,1977021,299.729736
"2010-12-31",298.668671,299.509521,296.31131,297.282288,3075521,297.282288
"2011-01-03",298.538544,303.098083,298.538544,302.477478,4725670,302.477478
"2011-01-04",303.113098,303.393402,300.360352,301.361359,3645351,301.361359
"2011-01-05",300.335327,305.470459,300.325317,304.839844,5059535,304.839844
"2011-01-06",305.64566,309.524536,305.330322,307.057068,4111484,307.057068
"2011-01-07",308.263275,309.434448,305.370361,308.528534,4198198,308.528534
"2011-01-10",307.707703,308.002991,304.584595,307.412415,3155242,307.412415
"2011-01-11",309.164154,309.709717,307.557556,308.313324,2875721,308.313324
"2011-01-12",309.984985,309.984985,307.692688,308.743744,3262135,308.743744
"2011-01-13",308.793793,310.145142,307.38739,308.653656,2665332,308.653656
"2011-01-14",309.009003,312.447449,308.848846,312.402405,4726469,312.402405
"2011-01-18",313.343353,321.316315,312.947937,320.135132,7226766,320.135132
"2011-01-19",321.381378,321.801788,315.145142,316.191193,6805388,316.191193
"2011-01-20",316.421417,317.357361,311.95697,313.6987,10960628,313.6987
"2011-01-21",320.110107,321.186188,305.985992,306.221222,17790991,306.221222
"2011-01-24",304.089081,306.551544,300.915924,305.845856,9189202,305.845856
"2011-01-25",304.404419,310.65567,303.563568,310.265259,7286306,310.265259
"2011-01-26",310.475464,311.556549,307.947937,308.558563,4072124,308.558563
"2011-01-27",309.254242,310.160156,306.931946,308.703705,4034362,308.703705
"2011-01-28",309.844849,310.490479,300.180176,300.795807,8453738,300.795807
"2011-01-31",302.102112,302.537537,298.073059,300.480469,5604190,300.480469
"2011-02-01",302.547546,306.981995,301.856842,305.825836,5485109,305.825836
"2011-02-02",305.805817,307.477478,304.069061,306.306305,3517879,306.306305
"2011-02-03",305.045044,306.031036,303.368378,305.380371,2987210,305.380371
"2011-02-04",305.380371,306.026031,303.608612,305.795807,3098498,305.795807
"2011-02-07",305.385376,309.504517,304.909912,307.452454,3595601,307.452454
"2011-02-08",307.772766,310.125122,307.562561,309.499512,3386410,309.499512
"2011-02-09",308.743744,310.035034,306.476471,308.558563,3681315,308.558563
"2011-02-10",307.257263,309.059052,306.08609,308.528534,4664131,308.528534
"2011-02-11",307.202209,312.812805,306.806793,312.562561,5174620,312.562561
"2011-02-14",311.981995,315.135132,310.330322,314.389374,4251744,314.389374
"2011-02-15",313.973969,315.360352,311.861847,312.38739,4179816,312.38739
"2011-02-16",313.128113,313.563568,311.361359,312.422424,3364632,312.422424
"2011-02-17",310.935944,313.938934,310.450439,312.942932,2954642,312.942932
"2011-02-18",313.313324,315.905914,312.402405,315.355347,6429364,315.355347
"2011-02-22",310.325317,312.777771,304.189178,305.4104,7272520,305.4104
"2011-02-23",305.470459,307.657654,302.302307,305.965973,5773421,305.965973
"2011-02-24",306.001007,306.851837,300.975983,304.714722,5417977,304.714722
"2011-02-25",306.236237,307.667664,305.055054,305.325317,3860935,305.325317
"2011-02-28",305.305298,308.553558,304.309296,307.007019,4558437,307.007019
"2011-03-01",309.199188,309.919922,299.949951,300.680695,6639754,300.680695
"2011-03-02",300.200195,303.303314,297.892883,300.695709,4049347,300.695709
"2011-03-03",303.4935,306.051056,302.802795,305.085083,3886709,305.085083
"2011-03-04",304.469482,304.7948,300.400391,300.610626,6015978,300.610626
"2011-03-07",300.575562,302.147156,293.793793,296.126129,6918475,296.126129
"2011-03-08",296.761749,299.289276,295.395386,296.451447,4565230,296.451447
"2011-03-09",295.795807,297.552551,293.168182,296.181183,4297698,296.181183
"2011-03-10",293.013,293.603607,290.015015,290.44043,6249944,290.44043
"2011-03-11",289.399414,290.290283,286.951965,288.643646,6057936,288.643646
"2011-03-14",286.686676,289.434448,284.294281,285.280273,5626568,285.280273
"2011-03-15",279.029022,285.785797,278.028015,285.065063,8003189,285.065063
"2011-03-16",284.289276,285.180176,275.915924,278.828827,7589403,278.828827
"2011-03-17",282.522522,284.78479,280.550537,280.960968,5792801,280.960968
"2011-03-18",282.6026,284.279266,280.150146,280.810822,6590603,280.810822
"2011-03-21",285.395386,290.190186,284.7948,288.538544,6035758,288.538544
"2011-03-22",288.92392,289.904907,286.541534,288.948944,3770026,288.948944
"2011-03-23",287.882874,291.51651,286.286285,291.371368,3628768,291.371368
"2011-03-24",293.007996,294.489502,289.689697,293.738739,4193203,293.738739
"2011-03-25",293.733734,293.748749,289.909912,290.160156,5711083,290.160156
"2011-03-28",291.326324,292.787781,287.642639,287.967957,4432363,287.967957
"2011-03-29",288.2883,291.236237,286.791779,291.156158,3206390,291.156158
"2011-03-30",292.482483,293.04303,290.580566,291.211212,2841755,291.211212
"2011-03-31",291.791779,294.374359,291.161163,293.673676,4054741,293.673676
"2011-04-01",294.674683,297.892883,294.674683,296.196198,5221174,296.196198
"2011-04-04",296.796783,297.667664,291.841827,294.134125,4104891,294.134125
"2011-04-05",290.830841,291.036041,283.123108,284.829834,12082905,284.829834
"2011-04-06",286.376373,287.867859,284.284271,287.37738,5331263,287.37738
"2011-04-07",288.153168,290.610626,287.382385,290.290283,5057937,290.290283
"2011-04-08",292.737732,292.737732,289.319305,289.369354,3799796,289.369354
"2011-04-11",288.388397,289.339325,286.786774,288.973969,3712684,288.973969
"2011-04-12",287.787781,288.743744,284.309296,285.590576,4167029,285.590576
"2011-04-13",288.04303,289.089081,286.161163,288.428436,4134661,288.428436
"2011-04-14",287.882874,290.015015,286.336334,289.544556,10901687,289.544556
"2011-04-15",272.917908,273.148163,265.295288,265.615631,28059313,265.615631
"2011-04-18",263.47348,264.094086,259.759766,263.683685,10069520,263.683685
"2011-04-19",265.240234,265.705719,260.710724,261.026031,5362832,261.026031
"2011-04-20",263.213226,263.673676,260.955963,263.128113,6113880,263.128113
"2011-04-21",264.009003,264.404419,261.456451,262.812805,4935260,262.812805
"2011-04-25",262.887878,263.763763,261.266266,262.787781,3258338,262.787781
"2011-04-26",263.523529,268.988983,262.867859,266.676666,6993000,266.676666
"2011-04-27",269.269257,269.32431,267.442444,269.149139,4592203,269.149139
"2011-04-28",269.299286,269.894897,267.307312,269.254242,3996000,269.254242
"2011-04-29",270.270264,272.322327,269.524536,272.322327,8448543,272.322327
"2011-05-02",273.123108,273.138153,268.828827,269.549561,4263133,269.549561
"2011-05-03",268.833832,271.276276,265.080078,267.212219,4158837,267.212219
"2011-05-04",267.852844,269.769775,266.776764,268.163177,4229766,268.163177
"2011-05-05",267.197205,269.97998,266.016022,267.402405,3991604,267.402405
"2011-05-06",269.34433,271.001007,267.857849,267.917908,4108088,267.917908
"2011-05-09",267.767761,269.514526,265.815826,269.1091,3893503,269.1091
"2011-05-10",270.270264,272.487488,269.039032,271.601593,4081714,271.601593
"2011-05-11",270.340332,272.047058,267.112122,267.992981,4672922,267.992981
"2011-05-12",267.887878,268.738739,265.720734,267.792786,2893703,267.792786
"2011-05-13",267.572571,268.228241,264.789795,265.040039,4213183,265.040039
"2011-05-16",263.418427,263.898895,258.458466,259.469482,5910484,259.469482
"2011-05-17",257.972961,265.875885,257.772766,265.495483,6600593,265.495483
"2011-05-18",265.035034,265.43042,263.113098,265.170166,3902494,265.170166
"2011-05-19",266.631622,268.538544,265.125122,265.8909,4932463,265.8909
"2011-05-20",266.166168,266.261261,261.826813,262.277283,4630365,262.277283
"2011-05-23",258.558563,260.260254,256.95697,259.454468,4595400,259.454468
"2011-05-24",260.445435,262.242249,259.33432,259.389374,3796200,259.389374
"2011-05-25",258.92392,261.646637,258.883881,260.095093,2600597,260.095093
"2011-05-26",259.1091,261.32132,257.757751,259.32431,4232763,259.32431
"2011-05-27",259.499512,261.156158,258.408417,260.710724,3488108,260.710724
"2011-05-31",262.762756,264.789795,262.012024,264.77478,5369225,264.77478
"2011-06-01",264.284271,266.866852,262.917908,263.063049,5905888,263.063049
"2011-06-02",264.049042,265.415405,261.501495,264.294281,4404591,264.294281
"2011-06-03",261.261261,264.064056,261.011017,261.801788,3493503,261.801788
"2011-06-06",262.032043,263.673676,259.884888,260.790802,3880316,260.790802
"2011-06-07",261.706696,262.577576,259.754761,259.77478,3811385,259.77478
"2011-06-08",258.523529,260.88089,258.148163,259.844849,3303493,259.844849
"2011-06-09",260.260254,260.260254,258.078064,258.623627,3374822,258.623627
"2011-06-10",257.297302,258.603607,254.899902,255.01001,4874920,255.01001
"2011-06-13",255.255249,255.355362,251.336334,252.617615,4849745,252.617615
"2011-06-14",254.32933,257.297302,253.748749,254.439438,4678317,254.439438
"2011-06-15",252.767761,254.429428,250.555557,251.72673,4142453,251.72673
"2011-06-16",251.656662,253.538544,248.583588,250.43544,5508486,250.43544
"2011-06-17",253.343338,253.598602,242.642639,242.752747,10480309,242.752747
"2011-06-20",242.742737,243.358353,239.854858,242.532532,6051143,242.532532
"2011-06-21",243.838837,247.217224,242.607605,246.74675,5525269,246.74675
"2011-06-22",245.970978,246.421417,243.608612,243.748749,4809386,243.748749
"2011-06-23",241.306305,241.671677,237.102097,240.350357,9593797,240.350357
"2011-06-24",240.580582,240.615616,236.74675,237.677673,7603589,237.677673
"2011-06-27",237.237244,244.444443,237.037033,241.641647,6882511,241.641647
"2011-06-28",242.252258,248.353348,242.252258,247.072067,5424770,247.072067
"2011-06-29",248.518524,250.375381,246.436432,249.034027,4681314,249.034027
"2011-06-30",251.246246,253.588593,251.001007,253.443436,4851943,253.443436
"2011-07-01",253.623627,260.850861,253.443436,260.775787,7266127,260.775787
"2011-07-05",262.912903,267.967957,262.912903,266.486481,7690702,266.486481
"2011-07-06",267.017029,269.524536,266.786774,267.947937,5385809,267.947937
"2011-07-07",270.770782,275.615631,268.208221,273.573578,7863129,273.573578
"2011-07-08",266.74173,269.094086,263.898895,266.261261,9530860,266.261261
"2011-07-11",264.35434,268.25827,263.013,263.9039,5672921,263.9039
"2011-07-12",264.34433,269.97998,263.263275,267.272278,5676718,267.272278
"2011-07-13",268.768768,272.272278,268.508514,269.399414,5574820,269.399414
"2011-07-14",269.829834,271.271271,263.628632,264.734741,13285701,264.734741
"2011-07-15",299.049042,300.425415,294.374359,299.1091,27436736,299.1091
"2011-07-18",296.541534,301.326324,296.296295,297.767761,8927663,297.767761
"2011-07-19",298.368378,302.642639,298.063049,301.576569,5929065,301.576569
"2011-07-20",301.391388,301.716705,297.972961,297.972961,4451144,297.972961
"2011-07-21",297.312317,304.33432,297.302307,303.798798,6932061,303.798798
"2011-07-22",302.997986,310.060059,302.437439,309.424438,7049344,309.424438
"2011-07-25",306.987,313.018005,306.806793,309.799805,6256937,309.799805
"2011-07-26",309.33432,314.064056,308.918915,311.571564,4681114,311.571564
"2011-07-27",308.898895,310.785797,302.677673,303.91391,7860931,303.91391
"2011-07-28",302.897888,308.298309,301.801788,305.775787,6210583,305.775787
"2011-07-29",302.417419,307.787781,302.147156,302.147156,8266525,302.147156
"2011-08-01",305.915924,308.058044,299.889893,303.68869,7924268,303.68869
"2011-08-02",303.303314,305.140137,296.081085,296.49649,6394799,296.49649
"2011-08-03",297.432434,301.801788,292.107117,300.885895,7643749,300.885895
"2011-08-04",297.547546,299.724731,289.024017,289.049042,9819371,289.049042
"2011-08-05",291.561554,295.295288,281.281281,289.809814,11846342,289.809814
"2011-08-08",281.771759,284.78479,272.447449,273.283295,14978207,273.283295
"2011-08-09",280.780792,287.59259,270.775787,286.992004,12926461,286.992004
"2011-08-10",280.970978,282.342346,274.13913,274.779785,10728461,274.779785
"2011-08-11",277.187195,284.534546,274.479492,281.346344,9651539,281.346344
"2011-08-12",285.035034,285.535522,280.480469,282.167175,6302291,282.167175
"2011-08-15",276.992004,282.777771,273.298309,278.89389,14275510,278.89389
"2011-08-16",276.491486,276.49649,265.415405,269.769775,13864921,269.769775
"2011-08-17",270.285278,272.117126,265.650665,266.841827,8150042,266.841827
"2011-08-18",261.997009,262.707703,250.495499,252.692688,12568819,252.692688
"2011-08-19",249.919922,257.692688,245.675674,245.705704,10809180,245.705704
"2011-08-22",252.252258,253.753754,247.512512,249.334335,9801988,249.334335
"2011-08-23",252.001999,260.965973,249.779785,259.669678,8684906,259.669678
"2011-08-24",259.924927,265.265259,258.873871,261.906921,7181811,261.906921
"2011-08-25",265.455444,268.9039,259.409424,260.280273,6579414,260.280273
"2011-08-26",260.255249,265.490479,256.826813,263.693695,7185407,263.693695
