"dates","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"2011-07-05",12.25,12.493929,12.232143,12.479643,355054000,10.749508
"2011-07-06",12.4625,12.646429,12.3825,12.562857,444626000,10.821184
"2011-07-07",12.666786,12.785714,12.642857,12.757143,399663600,10.988535
"2011-07-08",12.619286,12.857143,12.578571,12.846786,489633200,11.065752
"2011-07-11",12.726429,12.848929,12.600714,12.642857,442674400,10.890099
"2011-07-12",12.626071,12.774286,12.450714,12.633929,451609200,10.882405
"2011-07-13",12.7975,12.857143,12.727857,12.786429,391638800,11.013765
"2011-07-14",12.893214,12.914643,12.726429,12.7775,430533600,11.006072
"2011-07-15",12.898929,13.035714,12.8275,13.032857,484467200,11.226028
"2011-07-18",13.051071,13.380357,13.045714,13.35,572653200,11.499201
"2011-07-19",13.5,13.523214,13.332857,13.458929,819145600,11.593031
"2011-07-20",14.147143,14.1525,13.785714,13.817857,941340400,11.902196
"2011-07-21",13.819643,13.930714,13.710714,13.831786,526534400,11.914196
"2011-07-22",13.868571,14.108929,13.848214,14.046429,516728800,12.099082
"2011-07-25",13.941071,14.285714,13.915,14.232143,589806000,12.259048
"2011-07-26",14.285714,14.446429,14.274286,14.4075,476582400,12.410095
"2011-07-27",14.306786,14.38,14.005357,14.021071,659324400,12.077242
"2011-07-28",13.986429,14.178214,13.861786,13.993571,594034000,12.05355
"2011-07-29",13.844286,14.1125,13.714286,13.945714,632584400,12.012326
"2011-08-01",14.206429,14.267857,14.013214,14.169643,612836000,12.205212
"2011-08-02",14.201786,14.210714,13.869643,13.889643,639539600,11.964031
"2011-08-03",13.963571,14.055357,13.651429,14.020357,732508000,12.076623
"2011-08-04",13.9075,13.975714,13.476786,13.4775,871407600,11.609024
"2011-08-05",13.587143,13.696429,12.948929,13.343571,1204590800,11.493663
"2011-08-08",12.9175,13.134643,12.607857,12.614643,1143833600,10.865795
"2011-08-09",12.903571,13.378929,12.678571,13.3575,1082583600,11.505663
"2011-08-10",13.255357,13.380357,12.946429,12.988929,878656800,11.188191
"2011-08-11",13.232857,13.408929,13.025714,13.346429,741969200,11.496124
"2011-08-12",13.5025,13.558571,13.365357,13.463929,528976000,11.597337
"2011-08-15",13.558214,13.748929,13.503214,13.693214,460544000,11.794834
"2011-08-16",13.625714,13.691786,13.430714,13.588571,498750000,11.704698
"2011-08-17",13.653929,13.732857,13.5,13.587143,442061200,11.703469
"2011-08-18",13.244286,13.308929,12.906071,13.073214,851435200,11.260789
"2011-08-19",12.934643,13.107143,12.714286,12.715357,775888400,10.952542
"2011-08-22",13.018214,13.031429,12.681786,12.73,535315200,10.965158
"2011-08-23",12.867857,13.344286,12.75,13.342857,656835200,11.493049
"2011-08-24",13.338214,13.534286,13.235714,13.435,626267600,11.572418
"2011-08-25",13.038571,13.408929,13.035714,13.347143,871346000,11.49674
"2011-08-26",13.256071,13.707143,13.242857,13.699286,641477200,11.80006
"2011-08-29",13.863571,13.982143,13.857143,13.9275,405269200,11.996639
"2011-08-30",13.866071,13.994286,13.793214,13.928214,417922400,11.997255
"2011-08-31",13.948929,14.002857,13.637857,13.743929,522586400,11.838518
"2011-09-01",13.779286,13.833571,13.597143,13.608214,343725200,11.721617
"2011-09-02",13.383571,13.5,13.279643,13.358929,438939200,11.506895
"2011-09-06",13.120357,13.583214,13.088571,13.562143,509698000,11.681937
"2011-09-07",13.77,13.771429,13.642857,13.711786,350576800,11.810833
"2011-09-08",13.657143,13.878929,13.653929,13.719286,416158400,11.817292
"2011-09-09",13.711786,13.785714,13.393571,13.481429,564813200,11.612409
"2011-09-12",13.321429,13.602857,13.282143,13.569286,467832400,11.688087
"2011-09-13",13.647857,13.793214,13.580357,13.736429,440560400,11.832057
"2011-09-14",13.822143,14.0075,13.777143,13.903571,534724400,11.976027
"2011-09-15",13.979643,14.059286,13.925,14.034286,417818800,12.088619
"2011-09-16",14.126429,14.303571,14.108214,14.303571,698513200,12.320573
"2011-09-19",14.178571,14.758214,14.114286,14.701071,823860800,12.662964
"2011-09-20",14.830357,15.102143,14.685357,14.766071,775754000,12.718955
"2011-09-21",14.987143,15.056786,14.714286,14.719286,605976000,12.678658
"2011-09-22",14.3225,14.636429,14.167857,14.350714,968480800,12.361182
"2011-09-23",14.295714,14.526429,14.280357,14.439286,546277200,12.437475
"2011-09-26",14.280714,14.427857,13.975,14.398929,812876400,12.402711
"2011-09-27",14.5975,14.616071,14.216429,14.259286,632497600,12.282425
"2011-09-28",14.2925,14.419286,14.161071,14.178929,429637600,12.213211
"2011-09-29",14.354286,14.364643,13.793214,13.948929,651086800,12.015098
"2011-09-30",13.825714,13.888929,13.613571,13.618571,547640800,11.730541
"2011-10-03",13.584643,13.665714,13.3275,13.378571,669099200,11.523815
"2011-10-04",13.3775,13.635714,12.651429,13.303571,1233677200,11.459211
"2011-10-05",13.137857,13.565,12.867857,13.508929,786469600,11.636098
"2011-10-06",13.333214,13.742143,13.278571,13.4775,812582400,11.609024
"2011-10-07",13.420714,13.490714,13.160357,13.207143,535458000,11.376152
"2011-10-10",13.538929,13.886071,13.5075,13.886071,442514800,11.960955
"2011-10-11",14.020357,14.399286,13.982143,14.296071,605687600,12.314115
"2011-10-12",14.547857,14.616071,14.290714,14.363929,622286000,12.372562
"2011-10-13",14.463571,14.586786,14.3875,14.586786,426185200,12.564525
"2011-10-14",14.886786,15.071429,14.831071,15.071429,573367200,12.981977
"2011-10-17",15.062143,15.239286,14.855,14.999643,686044800,12.920141
"2011-10-18",15.062857,15.171786,14.856786,15.08,881602400,12.989361
"2011-10-19",14.333929,14.586429,14.207143,14.236429,1104059600,12.262739
"2011-10-20",14.285714,14.298214,14.078929,14.118214,549270400,12.160911
"2011-10-21",14.217857,14.255,13.955357,14.031071,621244400,12.085852
"2011-10-24",14.149286,14.517857,14.121429,14.491786,502138000,12.482696
"2011-10-25",14.465357,14.519643,14.192143,14.206071,430427200,12.23659
"2011-10-26",14.348571,14.376786,14.041071,14.307143,456304800,12.32365
"2011-10-27",14.555714,14.607143,14.353214,14.453214,494664800,12.449469
"2011-10-28",14.392857,14.5125,14.375357,14.4625,322842800,12.457469
"2011-10-31",14.372143,14.618929,14.323214,14.456429,385501200,12.452241
"2011-11-01",14.193214,14.267857,14.043571,14.161071,531790000,12.197826
"2011-11-02",14.288929,14.301429,14.111071,14.193214,327350800,12.225516
"2011-11-03",14.2525,14.407143,14.12,14.395357,441386400,12.399633
"2011-11-04",14.358214,14.408571,14.255714,14.294286,302229200,12.312578
"2011-11-07",14.2825,14.285714,14.1475,14.276071,270275600,12.296884
"2011-11-08",14.364643,14.571429,14.341429,14.508214,400442000,12.496847
"2011-11-09",14.1775,14.3175,14.079643,14.117143,558684000,12.159989
"2011-11-10",14.179643,14.186071,13.648214,13.757857,744752400,11.850516
"2011-11-11",13.8075,13.882143,13.580714,13.736429,653786000,11.832057
"2011-11-14",13.697143,13.758929,13.507143,13.545,432905200,11.667166
"2011-11-15",13.6,13.910714,13.551786,13.886786,430810800,11.961568
"2011-11-16",13.901786,13.969286,13.725714,13.741786,349210400,11.836673
"2011-11-17",13.713571,13.735,13.410714,13.478929,479900400,11.610253
"2011-11-18",13.532857,13.571071,13.388571,13.390714,371938000,11.534269
"2011-11-21",13.228571,13.274286,13.068214,13.178929,447980400,11.351848
"2011-11-22",13.250714,13.4975,13.247857,13.446786,409021200,11.582571
"2011-11-23",13.375357,13.422857,13.102857,13.106786,428271200,11.289704
"2011-11-25",13.157857,13.255357,12.975714,12.984643,254760800,11.184498
"2011-11-28",13.298214,13.454286,13.226071,13.432857,346413200,11.570572
"2011-11-29",13.422857,13.529643,13.221429,13.328571,375855200,11.480746
"2011-11-30",13.6175,13.652857,13.510714,13.65,405938400,11.757608
"2011-12-01",13.662143,13.892857,13.598214,13.854643,387181200,11.933886
"2011-12-02",13.9225,14.058214,13.877857,13.917857,379055600,11.988333
"2011-12-05",14.053214,14.1575,13.9425,14.036071,357210000,12.090158
"2011-12-06",14.018214,14.093929,13.906429,13.9625,283598000,12.026789
"2011-12-07",13.926071,13.962143,13.812857,13.896071,304746400,11.969569
"2011-12-08",13.980357,14.125,13.936786,13.952143,376356400,12.017867
"2011-12-09",14.030357,14.072857,13.965357,14.057857,296993200,12.108925
"2011-12-12",13.988571,14.067857,13.908929,13.994286,301067200,12.054166
"2011-12-13",14.035714,14.121429,13.825,13.886071,338928800,11.960955
"2011-12-14",13.810714,13.835,13.488571,13.578214,406887600,11.695778
"2011-12-15",13.690357,13.705,13.511071,13.533571,256200000,11.657325
"2011-12-16",13.584286,13.719643,13.556071,13.607857,421478400,11.72131
"2011-12-19",13.659643,13.744643,13.588571,13.650357,235530400,11.757918
"2011-12-20",13.848571,14.146429,13.830714,14.141071,337215200,12.180599
"2011-12-21",14.1675,14.189286,14.000357,14.158929,262948000,12.195984
"2011-12-22",14.178571,14.254643,14.146429,14.233929,202358800,12.260582
"2011-12-23",14.274643,14.413929,14.2675,14.404643,269399200,12.407633
"2011-12-27",14.396429,14.610357,14.393571,14.518929,265076000,12.506072
"2011-12-28",14.531786,14.580357,14.333571,14.38,228662000,12.386407
"2011-12-29",14.407143,14.4875,14.303929,14.468571,215978000,12.462699
"2011-12-30",14.411071,14.51,14.410357,14.464286,179662000,12.459009
"2012-01-03",14.621429,14.732143,14.607143,14.686786,302220800,12.650659
"2012-01-04",14.642857,14.81,14.617143,14.765714,260022000,12.718646
"2012-01-05",14.819643,14.948214,14.738214,14.929643,271269600,12.85985
"2012-01-06",14.991786,15.098214,14.972143,15.085714,318292800,12.994284
"2012-01-09",15.196429,15.276786,15.048214,15.061786,394024400,12.973674
"2012-01-10",15.211071,15.214286,15.053571,15.115714,258196400,13.020121
"2012-01-11",15.095714,15.101786,14.975357,15.091071,215084800,12.998899
"2012-01-12",15.081429,15.103571,14.955357,15.049643,212587200,12.963211
"2012-01-13",14.989286,15.016071,14.952143,14.993214,226021600,12.914607
"2012-01-17",15.15,15.213929,15.105714,15.167857,242897200,13.065036
"2012-01-18",15.248571,15.338214,15.225,15.325357,276791200,13.200701
"2012-01-19",15.3625,15.406071,15.2325,15.276786,261738400,13.158866
"2012-01-20",15.2675,15.267857,14.991071,15.010714,413974400,12.92968
"2012-01-23",15.095357,15.301786,15.082143,15.264643,306062400,13.148404
"2012-01-24",15.182143,15.182143,14.983929,15.014643,547638000,12.933064
"2012-01-25",16.23,16.230356,15.8475,15.952143,958314000,13.740594
"2012-01-26",16.012857,16.028214,15.826429,15.879643,323985200,13.678146
"2012-01-27",15.869286,16.017143,15.848929,15.974286,299709200,13.759666
"2012-01-30",15.918214,16.210714,15.906786,16.178928,379341200,13.93594
"2012-01-31",16.27107,16.365713,16.18107,16.302856,391683600,14.042683
"2012-02-01",16.371786,16.3925,16.269644,16.2925,270046000,14.033762
"2012-02-02",16.282143,16.327499,16.213572,16.254286,186796400,14.000848
"2012-02-03",16.332144,16.428572,16.27,16.417143,286599600,14.141126
"2012-02-06",16.370714,16.606428,16.364286,16.570356,249412800,14.273102
"2012-02-07",16.616072,16.776787,16.592142,16.743929,316223600,14.422609
"2012-02-08",16.803572,17.028214,16.775,17.024286,407890000,14.664097
"2012-02-09",17.17,17.741072,17.162857,17.613214,884214800,15.17138
"2012-02-10",17.534286,17.772142,17.448214,17.622143,631302000,15.17907
"2012-02-13",17.840357,17.993929,17.753214,17.950001,517216000,15.461476
"2012-02-14",18.023571,18.19857,17.928572,18.195,460398400,15.672507
"2012-02-15",18.366428,18.79607,17.746071,17.77393,1506120000,15.309814
"2012-02-16",17.553572,18.031786,17.379642,17.936071,944552000,15.449476
"2012-02-17",17.968214,18.134644,17.867857,17.932858,535805200,15.446707
"2012-02-21",18.102858,18.387501,18.004286,18.387501,605595200,15.838323
"2012-02-22",18.324286,18.410357,18.18107,18.322857,483302400,15.78264
"2012-02-23",18.395714,18.493929,18.196428,18.442499,568027600,15.885691
"2012-02-24",18.559643,18.674999,18.522858,18.657499,415072000,16.070887
"2012-02-27",18.618214,18.875,18.438572,18.777143,547582000,16.173943
"2012-02-28",18.855715,19.121786,18.780357,19.121786,600387200,16.470814
"2012-02-29",19.341429,19.557501,19.132143,19.372856,952011200,16.687073
"2012-03-01",19.577499,19.57893,19.241785,19.445356,683270000,16.749516
"2012-03-02",19.437143,19.52857,19.375713,19.470715,431712400,16.771362
"2012-03-05",19.479286,19.552856,18.785713,19.04143,809124400,16.40159
"2012-03-06",18.702143,19.060356,18.436428,18.937857,810238800,16.31238
"2012-03-07",19.171429,19.206429,18.689285,18.953215,798520800,16.325609
"2012-03-08",19.096071,19.3925,19.004286,19.356787,516457200,16.673222
"2012-03-09",19.436071,19.562143,19.396786,19.470358,418919200,16.771057
"2012-03-12",19.606428,19.714287,19.535713,19.714287,407282400,16.981161
"2012-03-13",19.912144,20.292143,19.848213,20.289286,690855200,17.476456
"2012-03-14",20.644644,21.24,20.549999,21.056429,1418844000,18.137236
"2012-03-15",21.414642,21.428928,20.6625,20.912857,1159718000,18.013569
"2012-03-16",20.882856,21.042856,20.642857,20.913214,825487600,18.013882
"2012-03-19",21.370358,21.491785,21.0375,21.467857,901236000,18.491631
"2012-03-20",21.411072,21.674999,21.124287,21.64143,816662000,18.64114
"2012-03-21",21.526428,21.773214,21.47893,21.517857,644042000,18.534697
"2012-03-22",21.349285,21.589287,21.268929,21.405001,623870800,18.437487
"2012-03-23",21.446072,21.492857,21.228571,21.2875,430488800,18.336275
"2012-03-26",21.42107,21.683929,21.259287,21.677856,595742000,18.67252
"2012-03-27",21.649286,22.01,21.645,21.945715,607129600,18.90324
"2012-03-28",22.084999,22.194643,21.796785,22.057858,655460400,18.999834
"2012-03-29",21.885,22.02,21.686787,21.780714,608238400,18.761106
"2012-03-30",21.741785,21.805714,21.355,21.4125,731038000,18.443945
"2012-04-02",21.493929,22.098928,21.442142,22.093929,598351600,19.030903
"2012-04-03",22.40357,22.57893,22.2325,22.475714,834559600,19.359755
"2012-04-04",22.298214,22.352142,22.035713,22.296785,572980800,19.205635
"2012-04-05",22.392143,22.66643,22.264286,22.63143,641298000,19.493883
"2012-04-09",22.361786,22.851429,22.332144,22.7225,597536800,19.572329
"2012-04-10",22.854643,23,22.357143,22.444286,889725200,19.332685
"2012-04-11",22.72143,22.745358,22.262142,22.364286,696614800,19.263783
"2012-04-12",22.321428,22.547501,22.160713,22.241785,614336800,19.158264
"2012-04-13",22.289642,22.310715,21.553928,21.615356,859644800,18.618679
"2012-04-16",21.787857,21.795713,20.651787,20.718929,1050786800,17.846533
"2012-04-17",20.67643,21.785713,20.425358,21.775,1025528000,18.756189
"2012-04-18",21.918571,22.151787,21.525356,21.726429,954531200,18.714354
"2012-04-19",21.436428,21.5975,20.875713,20.98,834719200,18.071405
"2012-04-20",21.120714,21.236429,20.372143,20.463572,1030985200,17.626574
"2012-04-23",20.378929,20.595358,19.879286,20.417856,966529200,17.587194
"2012-04-24",20.093214,20.274643,19.821428,20.01,1076149200,17.23588
"2012-04-25",21.987143,22.071428,21.642857,21.785713,905777600,18.765415
"2012-04-26",21.938213,21.953215,21.504642,21.703571,536068400,18.694662
"2012-04-27",21.609644,21.649286,21.446428,21.535713,406722400,18.550079
"2012-04-30",21.35,21.371429,20.821428,20.856428,506144800,17.964962
"2012-05-01",20.889286,21.312857,20.758215,20.790358,610999200,17.908056
"2012-05-02",20.722857,20.978571,20.673571,20.927856,427389200,18.026491
"2012-05-03",21.089287,21.121429,20.725,20.779285,390549600,17.898514
"2012-05-04",20.610001,20.655714,20.184643,20.1875,529992400,17.388777
"2012-05-07",20.053572,20.456072,20.043928,20.338572,460118400,17.518904
"2012-05-08",20.342142,20.410713,19.954643,20.292143,497252000,17.478909
"2012-05-09",20.132143,20.499287,20.030357,20.327856,480704000,17.509672
"2012-05-10",20.520714,20.567142,20.30143,20.375713,333200000,17.550896
"2012-05-11",20.178572,20.516787,20.155357,20.239643,399546000,17.433689
"2012-05-14",20.091785,20.268213,19.914286,19.936428,352626400,17.172514
"2012-05-15",20.051786,20.115,19.705357,19.756071,476336000,17.01716
"2012-05-16",19.7875,19.888929,19.322857,19.502857,560896000,16.799047
"2012-05-17",19.475357,19.553572,18.932858,18.932858,717220000,16.308073
"2012-05-18",19.07,19.407499,18.649286,18.942142,732292400,16.316067
"2012-05-21",19.089287,20.055,19.073214,20.045713,631106000,17.266645
"2012-05-22",20.34107,20.495714,19.735001,19.891787,694870400,17.134058
"2012-05-23",19.910713,20.457144,19.758215,20.377144,584897600,17.552126
"2012-05-24",20.566786,20.589287,20.043928,20.190001,496230000,17.390926
"2012-05-25",20.163929,20.208929,19.945356,20.081785,328507200,17.297714
"2012-05-29",20.389286,20.5,20.189644,20.438213,380508800,17.604725
"2012-05-30",20.328571,20.713928,20.234285,20.684643,529429600,17.816999
"2012-05-31",20.740713,20.767857,20.409286,20.633215,491674400,17.772696
"2012-06-01",20.327143,20.451786,20.018572,20.035357,520987600,17.257727
"2012-06-04",20.053572,20.267857,19.589287,20.153214,556995600,17.359245
"2012-06-05",20.045357,20.231071,19.940357,20.10107,388214400,17.314327
"2012-06-06",20.2775,20.494642,20.196428,20.409286,401455600,17.579817
"2012-06-07",20.6175,20.61857,20.375,20.418571,379766800,17.587809
"2012-06-08",20.414286,20.735001,20.321428,20.725714,347516400,17.852373
"2012-06-11",20.99,21.017857,20.379642,20.39893,591264800,17.570892
"2012-06-12",20.51643,20.593571,20.239286,20.577143,435380400,17.724401
"2012-06-13",20.518572,20.66,20.370714,20.434286,293580000,17.601347
"2012-06-14",20.401428,20.482143,20.259287,20.411785,345573200,17.581966
"2012-06-15",20.392857,20.522142,20.34107,20.504642,335255200,17.661945
"2012-06-18",20.39143,20.996071,20.370358,20.920713,440412000,18.020342
"2012-06-19",20.835714,21.071428,20.825001,20.97893,361404400,18.070486
"2012-06-20",21.0075,21.044643,20.742857,20.919287,358943200,18.01911
"2012-06-21",20.908571,21.007856,20.622856,20.631071,326351200,17.770853
"2012-06-22",20.68,20.7925,20.550714,20.789286,284471600,17.907129
"2012-06-25",20.617857,20.707144,20.370358,20.384644,304382400,17.55859
"2012-06-26",20.404642,20.5175,20.261786,20.429644,276536400,17.597345
"2012-06-27",20.535713,20.597857,20.425714,20.517857,202997200,17.673332
"2012-06-28",20.416786,20.5,20.200357,20.323214,282836400,17.505676
"2012-06-29",20.642857,20.857143,20.508928,20.857143,421500800,17.96558
"2012-07-02",20.883215,21.195356,20.842857,21.161428,400092000,18.227684
"2012-07-03",21.245714,21.428572,21.214287,21.407499,241712800,18.439636
"2012-07-05",21.44857,21.940714,21.416071,21.783571,484383200,18.763575
"2012-07-06",21.681786,21.73,21.485001,21.638571,418930400,18.63867
"2012-07-09",21.617857,21.924999,21.575357,21.924643,379405600,18.885088
"2012-07-10",22.070356,22.138214,21.618214,21.721786,511957600,18.710354
"2012-07-11",21.647142,21.702143,21.329287,21.586786,469322000,18.594069
"2012-07-12",21.437143,21.5525,21.167143,21.389286,428041600,18.423948
"2012-07-13",21.53393,21.685356,21.428572,21.606071,311427200,18.610685
"2012-07-16",21.611429,21.843571,21.607857,21.675358,301260400,18.670362
"2012-07-17",21.813929,21.839287,21.541071,21.67643,293624800,18.671293
"2012-07-18",21.663929,21.726429,21.555714,21.652143,252700000,18.650364
"2012-07-19",21.831429,21.976786,21.642857,21.940001,436861600,18.898315
"2012-07-20",21.893929,21.944286,21.560715,21.582144,397471200,18.590065
"2012-07-23",21.228571,21.639286,20.989643,21.565357,487975600,18.575605
"2012-07-24",21.692142,21.774286,21.375357,21.46143,565132400,18.486088
"2012-07-25",20.51643,20.742857,20.357143,20.534643,877312800,17.687792
"2012-07-26",20.705713,20.728571,20.370001,20.531429,406632800,17.685022
"2012-07-27",20.536072,20.922501,20.413929,20.898571,403936400,18.001268
"2012-07-30",21.104286,21.408571,20.99357,21.251072,379142400,18.304897
"2012-07-31",21.543928,21.84643,21.525715,21.812857,462327600,18.788801
"2012-08-01",21.996786,22.014286,21.535713,21.671785,384501600,18.667282
"2012-08-02",21.530001,21.810356,21.4375,21.706785,332158400,18.697439
"2012-08-03",21.915358,22.070715,21.841429,21.989286,344920800,18.940767
"2012-08-06",22.04607,22.316786,21.973572,22.233929,302103200,19.151493
"2012-08-07",22.241785,22.321428,22.072857,22.175358,290446800,19.101044
"2012-08-08",22.121071,22.281429,22.039286,22.137857,244706000,19.068747
"2012-08-09",22.066071,22.204643,22.064285,22.168928,221642400,19.177488
"2012-08-10",22.096786,22.205713,22.09643,22.203571,194938800,19.207455
"2012-08-13",22.263929,22.5,22.258928,22.5,278832400,19.46389
"2012-08-14",22.566786,22.807501,22.5075,22.560356,340169200,19.516102
"2012-08-15",22.546429,22.642857,22.419643,22.529642,257342400,19.489529
"2012-08-16",22.543215,22.741428,22.517857,22.726429,254534000,19.659763
"2012-08-17",22.857143,23.149643,22.814644,23.146786,442761200,20.02339
"2012-08-20",23.214643,23.755358,23.210714,23.755358,613384800,20.549845
"2012-08-21",23.957857,24.102858,23.22607,23.430714,812719600,20.269014
"2012-08-22",23.372143,23.892857,23.146786,23.888214,565322800,20.66478
"2012-08-23",23.789642,23.924999,23.612499,23.665358,420128800,20.471992
"2012-08-24",23.553928,23.91,23.4125,23.686428,437340400,20.490219
"2012-08-27",24.285357,24.316786,24.055,24.13143,427008400,20.875175
"2012-08-28",24.106428,24.146429,23.952499,24.1,267416800,20.847988
"2012-08-29",24.116072,24.202499,24.021429,24.0525,202806800,20.8069
"2012-08-30",23.951429,23.983929,23.673214,23.709642,302699600,20.510307
"2012-08-31",23.830357,23.878571,23.473213,23.758572,338321200,20.552628
"2012-09-04",23.777143,24.112143,23.732143,24.106071,367892000,20.853241
"2012-09-05",24.127501,24.155357,23.914286,23.936787,336375200,20.706795
"2012-09-06",24.041786,24.224644,23.957144,24.1525,391196400,20.893404
"2012-09-07",24.21607,24.374287,24.134644,24.30143,329666400,21.02224
"2012-09-10",24.301786,24.403214,23.646429,23.669287,487998000,20.475393
"2012-09-11",23.753929,23.932142,23.446428,23.592501,503983200,20.408968
"2012-09-12",23.816071,23.924999,23.428572,23.92107,712233200,20.693203
"2012-09-13",24.191786,24.482143,24.098928,24.392143,598360000,21.100708
"2012-09-14",24.64143,24.892143,24.567499,24.688572,600474000,21.357134
"2012-09-17",24.976786,24.992857,24.807501,24.992144,398031200,21.619747
"2012-09-18",24.995714,25.083214,24.872143,25.068214,373503200,21.685551
"2012-09-19",25.009287,25.1425,24.984644,25.075001,326874800,21.691423
"2012-09-20",24.969999,25.002144,24.772142,24.953571,336568400,21.586376
"2012-09-21",25.086071,25.18107,24.977142,25.003214,571589200,21.62932
"2012-09-24",24.530714,24.825714,24.392857,24.67107,639766400,21.342001
"2012-09-25",24.580713,24.742144,24.035713,24.055,518789600,20.809057
"2012-09-26",23.883572,24.024643,23.614286,23.75643,576503200,20.550776
"2012-09-27",23.724644,24.363214,23.583929,24.332857,594090000,21.049421
"2012-09-28",24.241072,24.325357,23.8125,23.825001,535110800,20.610096
"2012-10-01",23.969999,24.169643,23.446428,23.549643,543594800,20.371899
"2012-10-02",23.63607,23.798214,23.237499,23.618214,627992400,20.43121
"2012-10-03",23.745001,23.995001,23.665358,23.980356,424281200,20.74449
"2012-10-04",23.973213,24.080357,23.769644,23.814285,370725600,20.600832
"2012-10-05",23.757143,23.785713,23.26,23.306786,594006000,20.161814
"2012-10-08",23.102858,23.127144,22.718214,22.791786,637994000,19.716301
"2012-10-09",22.808929,22.874643,22.269644,22.708929,838597200,19.644627
"2012-10-10",22.847857,23.035,22.75,22.889643,510356000,19.800951
"2012-10-11",23.089287,23.114286,22.432142,22.432142,546081200,19.405182
"2012-10-12",22.484285,22.692142,22.332144,22.489643,460014800,19.454927
"2012-10-15",22.583929,22.683214,22.280357,22.67,432502000,19.610954
"2012-10-16",22.691786,23.225,22.535713,23.206785,549771600,20.075302
"2012-10-17",23.173929,23.313929,23,23.021786,389037600,19.915266
"2012-10-18",22.842501,22.930714,22.5,22.594286,476624400,19.545448
"2012-10-19",22.5375,22.563213,21.772142,21.780001,744086000,18.841045
"2012-10-22",21.872143,22.692142,21.812857,22.643929,546730800,19.588396
"2012-10-23",22.535713,22.639286,21.84643,21.905714,707145600,18.949799
"2012-10-24",22.194286,22.376785,21.808571,22.029642,558527200,19.056999
"2012-10-25",22.142857,22.214287,21.626785,21.769285,656325600,18.831772
"2012-10-26",21.765356,21.928572,21.107143,21.571428,1018432800,18.660618
"2012-10-31",21.245714,21.498571,20.989286,21.261429,510003200,18.392447
"2012-11-01",21.365,21.535713,21.220358,21.305,361298000,18.430141
"2012-11-02",21.281786,21.319643,20.526787,20.6,599373600,17.820271
"2012-11-05",20.84,20.991785,20.628571,20.879286,529135600,18.061867
"2012-11-06",21.079643,21.097857,20.717501,20.816071,374917200,18.007187
"2012-11-07",20.494286,20.519285,19.848213,19.928572,793648800,17.318184
"2012-11-08",20.022499,20.079643,19.1175,19.205357,1056146000,16.689701
"2012-11-09",19.300714,19.817142,19.061428,19.537857,929913600,16.978649
"2012-11-12",19.791071,19.803572,19.237499,19.386786,515802000,16.847363
"2012-11-13",19.246786,19.66,19.155714,19.389286,532949200,16.849541
"2012-11-14",19.482143,19.551786,19.149286,19.174286,477170400,16.662701
"2012-11-15",19.1975,19.267857,18.665001,18.772142,789910800,16.313227
"2012-11-16",18.757143,18.928572,18.0625,18.845715,1266893600,16.377165
"2012-11-19",19.311071,20.267857,19.281429,20.204643,823317600,17.55809
"2012-11-20",20.425358,20.426786,19.806429,20.032499,642754000,17.408499
"2012-11-21",20.151787,20.263214,19.878571,20.060715,373002000,17.433016
"2012-11-23",20.256071,20.428572,20.092857,20.410713,272826400,17.737175
"2012-11-26",20.567858,21.071428,20.489643,21.054644,630579600,18.296759
"2012-11-27",21.055357,21.08643,20.717857,20.885,533330000,18.149334
"2012-11-28",20.616785,20.921429,20.437857,20.819286,520864400,18.092228
"2012-11-29",21.079287,21.223213,20.901787,21.048571,514698800,18.291477
"2012-11-30",20.956785,21.014286,20.809999,20.902857,391319600,18.164852
"2012-12-03",21.201786,21.235357,20.910713,20.935356,364280000,18.193092
"2012-12-04",20.77857,20.77857,20.433214,20.566071,557068400,17.872177
"2012-12-05",20.318214,20.330357,19.241785,19.2425,1044638000,16.721972
"2012-12-06",18.890715,19.76107,18.522499,19.544287,1177212400,16.984234
"2012-12-07",19.764286,19.828571,18.928572,19.044643,787040800,16.550035
"2012-12-10",18.75,19.2325,18.627857,18.922144,630484400,16.443588
"2012-12-11",19.2775,19.627144,19.191786,19.335358,592345600,16.802675
"2012-12-12",19.563213,19.571428,19.1525,19.25,487144000,16.728497
"2012-12-13",18.969643,19.201429,18.77857,18.9175,625259600,16.439552
"2012-12-14",18.383928,18.504642,18.056429,18.206785,1009579200,15.821932
"2012-12-17",18.176071,18.571428,17.901072,18.529642,757607200,16.102499
"2012-12-18",18.75,19.103571,18.580357,19.067858,625685200,16.570215
"2012-12-19",18.981071,19.060715,18.767857,18.796785,449369200,16.334646
"2012-12-20",18.928572,18.935715,18.531429,18.633215,481689600,16.192499
"2012-12-21",18.3025,18.559643,18.222857,18.547501,596268400,16.118017
"2012-12-24",18.583929,18.723213,18.525356,18.577499,175753200,16.144087
"2012-12-26",18.535713,18.552143,18.254286,18.321428,302436400,15.921561
"2012-12-27",18.340714,18.4375,18.023571,18.395,455120400,15.985488
"2012-12-28",18.224644,18.374287,18.147142,18.199642,354278400,15.815725
"2012-12-31",18.233213,19.121429,18.178572,19.006071,659492400,16.51652
"2013-01-02",19.779285,19.821428,19.343929,19.608213,560518000,17.039789
"2013-01-03",19.567142,19.631071,19.321428,19.360714,352965200,16.824715
